,name,nalog_id,project_name,service,is_funded,msp,msk_inno,skolk_inno,nav_stat,inno_comp,start_up,B2B2C,B2G,B2C,B2B,NoneType,P2P,Энергетика,Спорт,HealthTech,Безопасность,Медиа и коммуникации,Недвижимость и строительство,Консалтинг,"ИТ, разработка ПО",Услуги для населения,HRTech,Промышленность и Индустрия 4.0,Космос,EdTech,Транспорт и логистика,Мода,Игры,Экология,FoodTech,Телекоммуникации,Развлечения,BioTech,Туризм,Маркетинг и реклама,FinTech,RetailTech и E-commerce,Страхование,Transport & Logistics,E-commerce,Consumer Goods & Services,SportTech,Business Software,SafetyTech,Travel,SpaceTech,RetailTech,LegalTech,FashionTech,IndustrialTech,Advertising & Marketing,Gaming,CleanTech,Healthcare,Entertainment,InsuranceTech,AgroTech,PropTech,Telecom,Мedia & Communication,Cybersecurity,Нейротехнологии,Беспилотники,Блокчейн,Компьютерное зрение,AR/VR,Зеленые технологии,Биометрия,3D моделирование,Новые и портативные источники энергии,Аддитивные технологии,Нанотехнологии,Биотехнологии,Искусственный интеллект и машинное обучение,Новые материалы,Робототехника,Интернет вещей,ЮЛ Малое,ЮЛ Среднее,ИП Микро,ИП Малое,ЮЛ Микро,"Технопарк ""Строгино""","Технопарк ""Физтехпарк""","Технопарк ""ИТЭЛМА""","Технопарк ""Курчатовский институт""","Технопарк ""Центр хайтек инноваций ""РИКОР""","Технопарк ""Нагатино""","Технопарк ""Радиофизика""","Технопарк ""Связь инжиниринг""","Технопарк ""Фотоника""","Технопарк ""Мосгормаш""","Технопарк ""Отрадное""","Технопарк ""НИИ Точных приборов""","Технопарк ""Водный стадион""","Технопарк ""ЦНИИТМАШ""","Технопарк ""МЗТА""","Технопарк ""Научный парк МГУ""","Технополис ""Москва""","Технопарк ""Сколково""","Технопарк ""НИИССУ""","Технопарк ""ВТИ""","Технопарк ""ЭЛМА""","Технопарк ""Полюс""","Технопарк ""Сапфир""","Технопарк ""Слава""",Наименование стартапа,ИНН,Стадия стартапа,Сфера стартапа,Технология,Пользователь,Частный фонд,"Частный фонд_сумма, долл",Государственный фонд,"Государственный фонд_сумма, долл",Акселератор,"Акселератор_сумма, долл",Корпоративный инвестор,"Корпоративный инвестор_сумма, долл",Корпоративный фонд,"Корпоративный фонд_сумма, долл"
150,"ООО ""Сити-Мобил""",7728697453,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ситимобил
Основатель вышел, но скорее всего не считать выходом",7728697453,Расширение,Transport&Logistics,,"B2B,B2C",None,0,None,0,None,0,О2О Холдинг, н.д. ,None,0
151,"ООО ""Страховые Партнеры""",9729069737,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pampadu,9729069737,Раннийрост,InsuranceTech,,"B2C,B2B",None,0,None,0,Admitad Projects,400000,None,0,None,0
152,"ООО ""Эксперум""",7713445485,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Experum,7713445485,Посевная,HRTech,,P2P,None,0,None,0,None,0,None,0,None,0
153,"ООО ""Портал""",7731465565,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Borzo (в России Dostavista),7731465565,Расширение,Transport&Logistics,,"B2B,B2C","Flashpoint, AddVenture, VNV Global",17500000,"РФПИ, Mubadala (иностранный)",17500000,None,0,None,0,None,0
154,"ООО ""Дивиар""",7704355450,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DVR,7704355450,Посевная,Entertainment,AR/VR,"B2B,B2C",None,0,None,0,None,0,None,0,None,0
155,"ООО ""КЭРИФАЙ""",9715353018,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Checkme,9715353018,Раннийрост,Healthcare,BigData ,B2B2C,None,0,Moscow Seed Fund,154742.93833964865,None,0,None,0,None,0
156,ООО «ДжетЛенд»,7724451748,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, JetLend,7724451748,Раннийрост,FinTech,,B2B,None,0,None,0,None,0,None,0,None,0
157,ООО «Стафори»,7841021393,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stafory,7841021393,Раннийрост,HRTech,Искусственный интеллект и машинное обучение,B2B,ФРИИ,1685000,None,0,None,0,None,0,None,0
158,"ООО ""ГдеМатериал""",7743137030,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ГдеМатериал,7743137030,Посевная,E-commerce,BigData,"B2B,B2C",Impulse VC,80528.26542116283,None,0,None,0,None,0,None,0
159,"ООО ""ПОМОЩЬ ИНТЕРНЕТ-МАГАЗИНАМ""",7702824562,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PimPay Учитывать ли? Или это просто конвертация в долю предыдущей инвестиции?,7702824562,Расширение,FinTech,,B2B,ФРИИ,н.д.,None,0,None,0,None,0,None,0
160,"ООО ""Тач Продакшн""",7826707808,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOUCH,7826707808,Посевная,Transport&Logistics,,"B2B,B2C",None,0,None,0,Pulsar VC,0,None,0,None,0
161,"ООО ""КИВИ ПЛАТФОРМА""",1615013084,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qplatform,1615013084,Раннийрост,FinTech,,B2B,None,0,None,0,Pulsar VC,68854.49530343487,None,0,None,0
162,"ООО ""Нейри""",9701140612,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neiry,9701140612,Раннийрост,BusinessSoftware,"BigData, Искусственный интеллект и машинное обучение",B2B,неназванные инвесторы,2439047.460755659,Фонд НТИ,4871338.5573541,None,0,None,0,None,0
163,"ООО ""Прогкидс""",7704434913,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ProgKids,7704434913,Раннийрост,EdTech,,B2C,IMPACT Capital,50000,None,0,None,0,None,0,None,0
164,"ООО ""Диваора Групп""",6671336747,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DivaOra,6671336747,н.д.,nan,,B2B,None,0,None,0,None,0,None,0,None,0
165,"ООО ""Пасстим""",3123371473,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passteam,3123371473,nan,BusinessSoftware,,B2B,None,0,None,0,None,0,None,0,None,0
166,"ООО ""Брейн Компани""",7733323742,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FasTest Neuro Solutions,7733323742,Раннийрост,Advertising&Marketing,Компьютерное зрение,B2B,"WinVentures (иностранный), Orbita Capital Partners",65000,None,0,None,0,None,0,None,0
167,"ООО ""Агент УП""",7801624934,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AgentApp,7801624934,Посевная,InsuranceTech,,B2B,None,0,None,0,ФРИИ,155 279,None,0,None,0
168,"ООО ""Знак Отличия""",9717045940,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mastakey,9717045940,Посевная,Transport&Logistics,,B2B,None,0,None,0,Starta Ventures,130000,None,0,None,0
169,"ООО ""Айбрейн""",7813268991,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iBrain,7813268991,Посевная,Healthcare,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,Акселератор Сбербанка,"75 975,7",None,0,None,0
170,"ООО ""Мдинк""",7627051053,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mdinc,7627051053,Посевная,Healthcare,"Искусственный интеллект и машинное обучение, компьютерное зрение, AR/VR",B2B2C,Kontinuum Group,300000,None,0,None,0,None,0,None,0
171,ООО «Фастком»,7702764401,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Voximplant,7702764401,Расширение,Мedia&Communication,Искусственный интеллект и машинное обучение,B2B,"Baring Vostok Capital Partners, RTP Ventures",10000000,None,0,None,0,None,0,None,0
172,"ООО ""Нвиай Солюшенс """,9731001888,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NVI Solutions,9731001888,Раннийрост,SafetyTech,"Искусственный интеллект и машинное обучение, Компьютерное зрение",B2B,New Industry Ventures,н.д.,None,0,None,0,None,0,None,0
173,"ООО ""ТрэйсЭйр""",9701010853,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TraceAir
Сделки не было",9701010853,н.д.,PropTech,,B2B,None,0,None,0,None,0,None,0,None,0
174,"ООО «Системы
благодарности»",3665802497,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Нетмонет
M&A",3665802497,Раннийрост,FinTech,,B2B2C,None,0,None,0,None,0,Альфа-банк,н.д.,None,0
175,"ООО «Простые
сервисы»",7743323903,Карта инновационных решений,добавлено - Карта инновационных решений,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Чаевые просто 
Похоже на M&A",7743323903,nan,nan,,nan,None,0,None,0,None,0,None,0,None,0
176,"ООО ""Колтач Солюшнс""",7703388936,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calltouch ,7703388936,Расширение,Advertising&Marketing,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,None,0,Манго Телеком,13216656.688090868,None,0
177,"ООО ""ДИБРЕЙН""",7702430367,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dbrain,7702430367,Посевная,LegalTech,Искусственный интеллект и машинное обучение,B2B,"g2h2 capital, Suicide Venture",832500,None,0,None,0, ChronoBank (иностранный),832500,None,0
178,"ООО ""Промобот"" ",5903113639,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promobot,5903113639,Расширение,IndustrialTech,"Искусственный интеллект и машинное обучение, робототехника",B2B,None,0,Дальневосточный фонд,н.д.,None,0,None,0,None,0
179,"ООО ""Медиа Консалтинг""",7705980898,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JagaJam,7705980898,Посевная,Advertising&Marketing,BigData,B2B,None,0,None,0,None,0,None,0,Softline Venture Partners,150000
180,"ООО ""Некс-Т""",7723740056,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Everytale,7723740056,Раннийрост,Мedia&Communication,Искусственный интеллект и машинное обучение,"B2C,B2B2C",None,0,None,0,Starta Ventures,100000,None,0,None,0
181,"ООО ""Брискли""",9701114958,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Briskly
не венчур",9701114958,Расширение,RetailTech,"Компьютерное зрение, Искусственный интеллект и машинное обучение","B2B,B2B2C",None,0,None,0,MTS StartUp Hub,0,None,0,None,0
182,"ООО ""Пэйтую""",7811581905,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAY2U geofencing,7811581905,Посевная,BusinessSoftware,,B2B,None,0,None,0,None,0,NUMA,24645,None,0
183,"ООО ""Зен Солюшнс"" ",7733888439,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EORА
Не венчур, проект акселератора Киви",7733888439,Посевная,BusinessSoftware,Искусственный интеллект и машинное обучение,B2B,None,0,None,0,QIWI Universe,"48 207,6",None,0,None,0
184,ООО «Легиум» ,6163216409,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legium,6163216409,Посевная,LegalTech,,B2B,None,0,None,0,None,0,None,0,Сбербанк,0
185,"ООО ""Содис Лаб"" ",7726682300,Карта инновационных решений,добавлено - Карта инновационных решений,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,СОДИС Лаб,7726682300,Расширение,PropTech,"3D моделирование, BigData","B2B,B2G",None,0,None,0,None,0,None,0,Индустрия 4.0,н.д.
186,"ООО ""ЦИФРОВОЕ ЗДОРОВЬЕ""",1655449455,StartHub.Moscow,StartHub.Moscow,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clouddocs,1655449455,Посевная,Healthcare,,B2C, Star Nafta Group,200000,None,0,None,0,None,0,None,0
187,"ООО ""АРЕНА ЛАБС Р""",9717038903,StartHub.Moscow,StartHub.Moscow,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARena Space,9717038903,Раннийрост,Entertainment,AR/VR,"B2C,B2B2C",None,0,None,0,None,0,None,0,None,0
